ID,Brand,Title,Category,Expired Date,Days Expired,Created Date,Code,Link,Description
3514088,"Appliance City","Siemens: Claim up to £250 Cashback",White Goods,03/12/2025,6,29/11/2025,"","https://www.awin1.com/cread.php?awinmid=797&awinaffid=1822416&ued=https%3A%2F%2Fwww.appliancecity.co.uk%2Fpromotion%2Fsiemens-up-to-250-cashback-oct25%2F","Purchase a selected Siemens appliance and claim up to £250 cashback."
3529884,"CASO Design","Save 22% on the CASO Design HW616 Hot Water Dispenser",Home & Garden,03/12/2025,6,05/11/2025,"","https://www.awin1.com/cread.php?awinmid=114888&awinaffid=1822416&campaign=Black+Friday+2025&ued=https%3A%2F%2Fcasodesign.co.uk%2Fproduct%2Fcaso-design-hw-616-turbo-hot-water-dispenser%2F","Get hot water in just seconds with the CASO Design HW616 Turbo Hot Water Dispenser. Get £20 (22%) off the retail price of £89.99. Now just £69.99!"
3529888,"CASO Design","Save £35 on the CASO Design HW660 Hot Water Dispenser",Home & Garden,03/12/2025,6,05/11/2025,"","https://www.awin1.com/cread.php?awinmid=114888&awinaffid=1822416&campaign=Black+Friday+2025&ued=https%3A%2F%2Fcasodesign.co.uk%2Fproduct%2Fcaso-turbo-hot-water-dispenser-660%2F","Get hot water in just seconds with the CASO Design HW660 Turbo Hot Water Dispenser. Get £35 (27%) off the retail price of £129.99. Now just £94.99!"
3529894,"CASO Design","Save £50 on the CASO Design HW1660 Turbo XL Hot Water Dispenser",Home & Garden,03/12/2025,6,05/11/2025,"","https://www.awin1.com/cread.php?awinmid=114888&awinaffid=1822416&campaign=Black+Friday+2025&ued=https%3A%2F%2Fcasodesign.co.uk%2Fproduct%2Fcaso-turbo-hot-water-dispenser-1660%2F","Get hot water in just seconds with the CASO Design HW1660 Turbo Extra Large Hot Water Dispenser. Get £50 (31%) off the retail price of £159.99. Now just £109.99!"
3529904,"CASO Design","Save £80 on the CASO Design IceCreamer 5-in-1 Ice Cream Maker",Home & Garden,03/12/2025,6,05/11/2025,"","https://www.awin1.com/cread.php?awinmid=114888&awinaffid=1822416&campaign=Black+Friday+2025&ued=https%3A%2F%2Fcasodesign.co.uk%2Fproduct%2Fcaso-ice-creamer%2F","Make delicious home-made ice cream with the CASO Design IceCreamer and avoid the UPFs found in many shop bought ice creams. Get £80 (29%) off the retail price of £279.99. Now just £199.99!"
3529990,"CASO Design","Save £60 on the CASO Design MG 25 Ceramic Microwave",Home & Garden,03/12/2025,6,05/11/2025,"","https://www.awin1.com/cread.php?awinmid=114888&awinaffid=1822416&campaign=Black+Friday+2025&ued=https%3A%2F%2Fcasodesign.co.uk%2Fproduct%2Fcaso-mg-25-ecostyle-ceramic-microwave-grill%2F","Experience the benefits of a ceramic base microwave such as easy cleaning, more space and balanced heat distibution. This 2-in-1 functions as a microwave and grill  Get £60 (38%) off the retail price "
3530002,"CASO Design","Save £40 on the CASO Design MCG 25 Ceramic Microwave",Home & Garden,03/12/2025,6,05/11/2025,"","https://www.awin1.com/cread.php?awinmid=114888&awinaffid=1822416&campaign=Black+Friday+2025&ued=https%3A%2F%2Fcasodesign.co.uk%2Fproduct%2Fcaso-mcg-25-ceramic-microwave%2F","Experience the benefits of a ceramic base microwave such as easy cleaning, more space and balanced heat distibution. This 3-in-1 functions as a microwave, convection oven and grill  Get £40 (20%) off "
3530008,"CASO Design","Get 31% off the CASO Design Chop & Go Cordless Multi Chopper",Home & Garden,03/12/2025,6,05/11/2025,"","https://www.awin1.com/cread.php?awinmid=114888&awinaffid=1822416&campaign=Black+Friday+2025&ued=https%3A%2F%2Fcasodesign.co.uk%2Fproduct%2Fcaso-chop-and-go-cordless-chopper%2F","Chop, Mix and Puree with the CASO Chop & Go Cordless Multi Chopper. Save £20 (31%) on the retail price of £64.99. Now just £44.99!"
3530024,"CASO Design","Save 35% on the game-changing CASO Design Air Fry DuoChef",Home & Garden,03/12/2025,6,05/11/2025,"","https://www.awin1.com/cread.php?awinmid=114888&awinaffid=1822416&campaign=Black+Friday+2025&ued=https%3A%2F%2Fcasodesign.co.uk%2Fproduct%2Fcaso-design-airfry-duo-chef%2F","You've never seen an air fryer like this! Easily switch between dual-basket style or oven style for 2 amazing devices in 1. Save £70 (35%) on the retail price of £199.99. Now just £129.99!"
3530054,"CASO Design","Get 14% off the CASO Design ProSlim 2000 Induction Hob",Home & Garden,03/12/2025,6,05/11/2025,"","https://www.awin1.com/cread.php?awinmid=114888&awinaffid=1822416&campaign=Black+Friday+2025&ued=https%3A%2F%2Fcasodesign.co.uk%2Fproduct%2Fcaso-design-proslim-2000-induction-hob%2F","The compact CASO ProSlim 2000 Induction Hob is perfect for travel or extending your cooking capacity when entertaining. Save £10 (14%) on the retail price of £69.99. Now just £59.99!"
3547560,"Appliance City","Appliance City Black Friday Sale!",White Goods,03/12/2025,6,11/11/2025,"","https://www.awin1.com/cread.php?awinmid=797&awinaffid=1822416&ued=https%3A%2F%2Fwww.appliancecity.co.uk%2Fpromotion%2Fblack-friday-sale%2F","Shop huge discounts on your favourite brands from Samsung, LG and Hisense to Miele and AEG, plus many more. Find unbeatable deals on American style fridge freezers, built in ovens, laundry and dishwas"
3548592,"Xiaomi UK","REDMI Buds 6 Play Black",Electronic Superstore,03/12/2025,6,11/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fredmi-buds-6-play%2Fbuy%2F","Only £9.99，Buy Now"
3548600,"Xiaomi UK","REDMI Watch 5 Active Matte Silver",Electronic Superstore,03/12/2025,6,11/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fredmi-watch-5-active%2Fbuy%2F","Only £27.99，Buy Now！"
3560150,"IT Governance","Black Friday: Save 50% on documentation toolkits and staff awareness e-learning courses",Business Services (B2B),03/12/2025,6,14/11/2025,"AFF50BF","https://www.awin1.com/cread.php?awinmid=6072&awinaffid=1822416&campaign=BF2025&ued=https%3A%2F%2Fwww.itgovernance.co.uk%2Fshop%2Fcategory%2Fblack-friday-affiliate-offers","Save 50% on documentation toolkits and staff awareness e-learning courses. Use voucher code AFF50BF at checkout. Expires 2 December 2025"
3562004,"T. H. Baker","Black Friday Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fblack-friday-deals%2F","Black Friday Sale | Up to 50% Off"
3562048,"T. H. Baker","Black Friday Watch Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fblack-friday-watches%2F","Black Friday Watch Sale | Up to 50% Off"
3562056,"T. H. Baker","Black Friday Jewellery Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fblack-friday-jewellery%2F","Black Friday Jewellery Sale | Up to 50% Off"
3562058,"T. H. Baker","Black Friday Luxury Watch Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fblack-friday-luxury-watches%2F","Black Friday Luxury Watch Sale | Up to 50% Off"
3562064,"T. H. Baker","Black Friday Ring Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fblack-friday-rings%2F","Black Friday Ring Sale | Up to 50% Off"
3562068,"T. H. Baker","Black Friday Earring Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fblack-friday-earrings%2F","Black Friday Earring Sale | Up to 50% Off"
3562074,"T. H. Baker","Black Friday Necklace Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fblack-friday-necklaces%2F","Black Friday Necklace Sale | Up to 50% Off"
3562078,"T. H. Baker","Black Friday Bracelet Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fblack-friday-bracelets%2F","Black Friday Bracelet Sale | Up to 50% Off"
3562086,"T. H. Baker","Black Friday Diamonds Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fblack-friday-diamonds%2F","Black Friday Diamonds Sale | Up to 50% Off"
3562172,"Appliance City","Samsung: Claim Your VAT Back",White Goods,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=797&awinaffid=1822416&ued=https%3A%2F%2Fwww.appliancecity.co.uk%2Fpromotion%2Fsamsung-claim-your-vat-back-nov25%2F","Purchase a selected Samsung TV and claim back the amount you paid for VAT as cashback."
3562264,"The Jewel Hut","Black Friday Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fblack-friday-deals","Black Friday Sale | Up to 50% Off"
3562268,"The Jewel Hut","Black Friday Watch Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fblack-friday-watch-sale%2F","Black Friday Watch Sale | Up to 50% Off"
3562270,"The Jewel Hut","Black Friday Jewellery Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fblack-friday-jewellery-sale%2F","Black Friday Jewellery Sale | Up to 50% Off"
3562276,"The Jewel Hut","Men’s Black Friday Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fmens-black-friday-deals%2F","Men’s Black Friday Sale | Up to 50% Off"
3562278,"The Jewel Hut","Ladies Black Friday Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fladies-black-friday-deals%2F","Ladies Black Friday Sale | Up to 50% Off"
3562288,"The Jewel Hut","Black Friday Ring Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fblack-friday-ring-sale%2F","Black Friday Ring Sale | Up to 50% Off"
3562294,"The Jewel Hut","Black Friday Earring Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fblack-friday-earring-sale%2F","Black Friday Earring Sale | Up to 50% Off"
3562306,"The Jewel Hut","Black Friday Necklace Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fblack-friday-necklace-sale%2F","Black Friday Necklace Sale | Up to 50% Off"
3562310,"The Jewel Hut","Black Friday Bracelet Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fblack-friday-bracelet-sale%2F","Black Friday Bracelet Sale | Up to 50% Off"
3562314,"The Jewel Hut","Black Friday Diamond Jewellery Sale | Up to 50% Off",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fblack-friday-diamond-jewellery-sale%2F","Black Friday Diamond Jewellery Sale | Up to 50% Off"
3562316,"The Jewel Hut","Black Friday Charm Sale",Jewellery,03/12/2025,6,15/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fblack-friday-charm-sale%2F","Black Friday Charm Sale"
3564176,"The Jewel Hut","Hot Diamonds Black Friday Sale | 30% Off",Jewellery,03/12/2025,6,18/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fhot-diamonds-jewellery%2F","Hot Diamonds Black Friday Sale | 30% Off"
3564206,"T. H. Baker","Hot Diamonds Black Friday Sale | 30% Off",Jewellery,03/12/2025,6,18/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fhot-diamonds-jewellery%2F","Hot Diamonds Black Friday Sale | 30% Off"
3564978,"Honor UK","HONOR 400 Pro - Only £449.99!",Electronic Accessories,03/12/2025,6,20/11/2025,"","https://www.awin1.com/cread.php?awinmid=28529&awinaffid=1822416&ued=https%3A%2F%2Fwww.honor.com%2Fuk%2Fphones%2Fhonor-400-pro%2Fbuy%2F%3Fskucode%3D82440110001030001302","HONOR 400 Pro - Only £449.99!"
3565026,"Honor UK","HONOR Magic7 lite- Only £249.99 + gift!",Electronic Accessories,03/12/2025,6,18/11/2025,"","https://www.awin1.com/cread.php?awinmid=28529&awinaffid=1822416&ued=https%3A%2F%2Fwww.honor.com%2Fuk%2Fphones%2Fhonor-magic7-lite%2Fbuy%2F","gift: £29.99 HONOR CHOICE LCHSE Earbuds X7i"
3572910,"Honor UK","HONOR Magic V5 ONLY £1,169.99 + gift",Electronic Accessories,03/12/2025,6,20/11/2025,"ACPV5BFA130","https://www.awin1.com/cread.php?awinmid=28529&awinaffid=1822416&ued=https%3A%2F%2Fwww.honor.com%2Fuk%2Fphones%2Fhonor-magic-v5%2Fbuy%2F","gift: £254.97 magic pen+66w adapter+12 months screen protection"
3572920,"Honor UK","HONOR MagicPad3 only £469.99 + gift!",Electronic Accessories,03/12/2025,6,20/11/2025,"ACPPD3BFA130","https://www.awin1.com/cread.php?awinmid=28529&awinaffid=1822416&ued=https%3A%2F%2Fwww.honor.com%2Fuk%2Ftablets%2Fhonor-magicpad-3%2Fbuy%2F","gift: £185.98. HONOR MagicPad3 Smart Touch Keyboard+ HONOR Magic-Pencil 3"
3572930,"Honor UK","HONOR MagicBook Art 14 32GB £999.99 + gift",Electronic Accessories,03/12/2025,6,20/11/2025,"ACPMB14BF100","https://www.awin1.com/cread.php?awinmid=28529&awinaffid=1822416&ued=https%3A%2F%2Fwww.honor.com%2Fuk%2Flaptops%2Fhonor-magicbook-art-14-2025%2Fbuy%2F","gift: £19.99 HONOR Wireless Mouse"
3573070,"The Jewel Hut","THOMAS SABO Black Friday Sale | Up to 50% Off",Jewellery,03/12/2025,6,19/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fthomas-sabo-sale%2F","THOMAS SABO Black Friday Sale | Up to 50% Off"
3573092,"T. H. Baker","THOMAS SABO Black Friday Sale | Up to 50% Off",Jewellery,03/12/2025,6,19/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fthomas-sabo-sale%2F","THOMAS SABO Black Friday Sale | Up to 50% Off"
3574446,"The Jewel Hut","Starbright Jewellery Black Friday Sale  | 30% Off",Jewellery,03/12/2025,6,20/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fstarbright-jewellery%2F","Starbright Jewellery Black Friday Sale  | 30% Off"
3574448,"The Jewel Hut","Bourne & Wilde Black Friday Sale | 30% Off",Jewellery,03/12/2025,6,20/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fbourne-and-wilde-jewellery%2F","Bourne & Wilde Black Friday Sale | 30% Off"
3574452,"The Jewel Hut","Rosa Lea Black Friday Sale | 30% Off",Jewellery,03/12/2025,6,20/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Frosa-lea-jewellery%2F","Rosa Lea Black Friday Sale | 30% Off"
3585472,"Box.co.uk","Save 30% off selected Canon printers at box.co.uk",Electronic Superstore,03/12/2025,6,24/11/2025,"Canon30","https://www.awin1.com/cread.php?awinmid=100685&awinaffid=1822416&ued=https%3A%2F%2Fbox.co.uk%2Fcanon-promotions","Save 30% off selected Canon printers at box.co.uk"
3585488,"Laptop Outlet","Save 30% off selected Canon printers at Laptopoutlet.co.uk.",Electronic Superstore,03/12/2025,6,24/11/2025,"Canon30","https://www.awin1.com/cread.php?awinmid=111534&awinaffid=1822416&ued=https%3A%2F%2Fwww.laptopoutlet.co.uk%2Fc%2Fw%2Fcanon-printer-deals.html","Save 30% off selected Canon printers at Laptopoutlet.co.uk."
3593272,"T. H. Baker","Black Friday Sale | EXTRA 10% Off",Jewellery,03/12/2025,6,27/11/2025,"BF10","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fblack-friday-deals%2F","Black Friday Sale | EXTRA 10% Off"
3593296,"The Jewel Hut","Black Friday Sale | EXTRA 10% Off",Jewellery,03/12/2025,6,27/11/2025,"BF10","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fblack-friday-deals","Black Friday Sale | EXTRA 10% Off"
3596318,"CASO Design","Get an EXTRA £20 off the CASO Design IceCreamer 5-in-1 Ice Cream Maker",Home & Garden,03/12/2025,6,28/11/2025,"COOL20","https://www.awin1.com/cread.php?awinmid=114888&awinaffid=1822416&campaign=Black+Friday+2025&ued=https%3A%2F%2Fcasodesign.co.uk%2Fproduct%2Fcaso-ice-creamer%2F","The CASO Design Ice Creamer allows you to make delicious ice cream at home and avoid the UPFs found in many shop bought ice creams. Now save a further £20 on the already discounted price, and pick it "
3597608,"Sunshine Diamonds","Cyber Monday Special – 20% Off",Jewellery,03/12/2025,6,01/12/2025,"CYBER20","https://www.awin1.com/cread.php?awinmid=98783&awinaffid=1822416&campaign=Cyber+Monday+Sale&ued=https%3A%2F%2Fwww.sunshinediamonds.com%2Fsales","Cyber Monday is here! Enjoy an extra 20% off on all diamonds and gemstones."
3598824,"T. H. Baker","ChloBo Black Friday Sale | Up to 50% Off + A FREE Bracelet",Jewellery,03/12/2025,6,28/11/2025,"","https://www.awin1.com/cread.php?awinmid=24383&awinaffid=1822416&ued=https%3A%2F%2Fwww.thbaker.co.uk%2Fchlobo-jewellery%2F","ChloBo Black Friday Sale | Up to 50% Off + A FREE Bracelet"
3598840,"The Jewel Hut","Black Friday Sale | Up to 50% Off + A FREE Bracelet",Jewellery,03/12/2025,6,28/11/2025,"","https://www.awin1.com/cread.php?awinmid=4277&awinaffid=1822416&ued=https%3A%2F%2Fwww.thejewelhut.co.uk%2Fchlobo-jewellery-collection%2F","Black Friday Sale | Up to 50% Off + A FREE Bracelet"
3555424,"ASUS","ASUS Black Friday Deal",Entertainment Superstore,03/12/2025,6,13/11/2025,"","https://www.awin1.com/cread.php?awinmid=31726&awinaffid=1822416&campaign=ASUS+Black+Friday+2025&ued=https%3A%2F%2Fwww.asus.com%2Fuk%2Fdeals%2Fblack-friday%2F","ASUS Black Friday - Save up to 30%"
3580432,"Machine Mart","Up to £180 Off In Machine Mart Black Friday Sale",DIY,03/12/2025,6,21/11/2025,"8399021801508","https://www.awin1.com/cread.php?awinmid=3131&awinaffid=1822416&ued=https%3A%2F%2Fwww.machinemart.co.uk%2Fmachine-mart-offers%2Fblack-friday-price-crash%2F","Get Up to £180 Off In Machine Mart Black Friday Sale"
3521942,"Honor UK","£30 discount HONOR 400 256GB",Electronic Accessories,02/12/2025,6,01/11/2025,"ACP400BF30","https://www.awin1.com/cread.php?awinmid=28529&awinaffid=1822416&ued=https%3A%2F%2Fwww.honor.com%2Fuk%2Fphones%2Fhonor-400%2Fbuy%2F","£30 discount HONOR 400 256GB"
3584158,"Kaiia the Label","Pink Friday, 15% off full price items - Kaiia the Label",Clothing,02/12/2025,6,23/11/2025,"BF15","https://www.awin1.com/cread.php?awinmid=25820&awinaffid=1822416&ued=https%3A%2F%2Fwww.kaiiathelabel.com%2Fcollections%2Fcyber-2025","-"
3546660,"Xiaomi UK","Xiaomi 15T 31% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fxiaomi-15t%2Fbuy%2F","from £549 to £374"
3546668,"Xiaomi UK","REDMI Note 14 33% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fredmi-note-14%2Fbuy","from £179 to £119"
3546672,"Xiaomi UK","REDMI Note 14 Pro 5G 40% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fredmi-note-14-pro-5g%2Fbuy","from £299 to £179"
3546680,"Xiaomi UK","REDMI Note 14 Pro+ 5G 47% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fredmi-note-14-pro-plus-5g%2Fbuy","from £399 to £209"
3546684,"Xiaomi UK","REDMI Note 14 pro 34% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fredmi-note-14-pro%2Fbuy","from £249 to £164"
3546690,"Xiaomi UK","POCO X7 Pro 37% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fpoco-x7-pro%2Fbuy","from £309 to £194"
3546694,"Xiaomi UK","POCO F7 40% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fpoco-f7%2Fbuy","from £389 to £232"
3546700,"Xiaomi UK","REDMI Pad 2 Pro 20% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fredmi-pad-2-pro%2F","from £269 to £215"
3546704,"Xiaomi UK","REDMI Pad 2 Pro 5G 20% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fredmi-pad-2-pro-5g%2F","from £299 to £239"
3546708,"Xiaomi UK","Xiaomi Pad 7 39% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fxiaomi-pad-7%2Fbuy","from £369 to £223"
3546710,"Xiaomi UK","REDMI Pad 2 20% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fredmi-pad-2%2Fbuy","from £169 to £135"
3546718,"Xiaomi UK","REDMI Pad 2 Play Bundle 42%",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fredmi-pad-2-play-bundle%2Fbuy%2F","from £249 to £143"
3546726,"Xiaomi UK","REDMI Pad 2 4G 20% off",Electronic Superstore,02/12/2025,6,10/11/2025,"","https://www.awin1.com/cread.php?awinmid=23680&awinaffid=1822416&ued=https%3A%2F%2Fwww.mi.com%2Fuk%2Fproduct%2Fredmi-pad-2-4g%2Fbuy","from £219 to £175"
3580506,"Klip Shop","Black Friday 2025 Offer",Health & Beauty,02/12/2025,6,21/11/2025,"Black27","https://www.awin1.com/cread.php?awinmid=15747&awinaffid=1822416&ued=https%3A%2F%2Fklipshop.co.uk%2F","The discount code Black27 gives 27% off all non-discounted items for orders starting from 30 GBP."
3557922,"Klass","Up to 50% Off Early Black Friday Offers",Womenswear,02/12/2025,6,14/11/2025,"","https://www.awin1.com/cread.php?awinmid=22332&awinaffid=1822416&ued=https%3A%2F%2Fwww.klass.co.uk%2F","Up to 50% Off Early Black Friday Offers"
3589074,"WorldSIM","Black Friday & Cyber Monday",Mobile Pay As You Go,02/12/2025,6,27/11/2025,"BFCM30","https://www.awin1.com/cread.php?awinmid=104675&awinaffid=1822416&campaign=BFCM&ued=https%3A%2F%2Fwww.worldsim.com%2Fdata-esim","30% off on eSIM Connect, eSIM Pro & International SIM card"
3571224,"GhostBikes.com","Black Friday Deal! 60% Off Agrius Storm Shield Motorcycle Helmet - Now £39.99 ! RRP £99.99",Automotive,02/12/2025,6,19/11/2025,"","https://www.awin1.com/cread.php?awinmid=2695&awinaffid=1822416&ued=https%3A%2F%2Fwww.ghostbikes.com%2Fproducts%2F51134-agrius-storm-shield-ece-r22-06-motorcycle-helmet","Black Friday Deal! 60% Off Agrius Storm Shield Motorcycle Helmet - Now £39.99 ! RRP £99.99"
3571230,"GhostBikes.com","Black Friday Deal! 56% Off Agrius Airflow Air Motorcycle Jacket - Now £43.99 ! RRP £99.99",Automotive,02/12/2025,6,19/11/2025,"","https://www.awin1.com/cread.php?awinmid=2695&awinaffid=1822416&ued=https%3A%2F%2Fwww.ghostbikes.com%2Fproducts%2F5439-agrius-airflow-air-motorcycle-jacket","Black Friday Deal! 56% Off Agrius Airflow Air Motorcycle Jacket - Now £43.99 ! RRP £99.99"
3571218,"GhostBikes.com","Black Friday Deal! 60% Off Agrius Storm Discharge Motorcycle Helmet - Now £39.99 ! RRP £99.99",Automotive,02/12/2025,6,19/11/2025,"","https://www.awin1.com/cread.php?awinmid=2695&awinaffid=1822416&ued=https%3A%2F%2Fwww.ghostbikes.com%2Fproducts%2F51133-agrius-storm-discharge-ece-r22-06-motorcycle-helmet","Black Friday Deal! 60% Off Agrius Storm Discharge Motorcycle Helmet - Now £39.99 ! RRP £99.99"
